"","block","image","condition","direction","subject","response","correct","switch","switchType","rt","participant_number_fl","participant_number","child_adult_group","age_group","test_date","age_months","age_years_months","gender","list","computer_fl","comments_nw","comments_fl","exclude"
"326","test","in_left.jpg","incongruent","left",70423810,"left",1,1,"ci",1.376,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"327","test","in_right.jpg","incongruent","right",70423810,"right",1,0,"ii",0.893,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"328","test","con_left.jpg","congruent","left",70423810,"left",1,1,"ic",0.991,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"329","test","con_left.jpg","congruent","left",70423810,"left",1,0,"cc",1.032,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"330","test","nogo_left.jpg","nogo","left",70423810,NA,1,1,"cx",-1,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"331","test","nogo_left.jpg","nogo","left",70423810,NA,1,0,"xx",-1,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"332","test","con_right.jpg","congruent","right",70423810,"right",1,1,"xc",0.71,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"333","test","con_left.jpg","congruent","left",70423810,"left",1,0,"cc",0.959,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"334","test","in_right.jpg","incongruent","right",70423810,"right",1,1,"ci",0.827,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"335","test","in_left.jpg","incongruent","left",70423810,"left",1,0,"ii",0.779,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"336","test","nogo_right.jpg","nogo","right",70423810,NA,1,1,"ix",-1,70423810,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no"
"337","practice","left_fish.jpg","null","left",7042383,"left",1,NA,NA,4.501,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"338","practice","right_fish.jpg","null","right",7042383,"right",1,NA,NA,0.862,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"339","practice","bowl.jpg","null",NA,7042383,NA,0,NA,NA,-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"340","practice","right_fish.jpg","null","right",7042383,"right",1,NA,NA,1.048,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"341","practice","bowl.jpg","null",NA,7042383,NA,0,NA,NA,-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"342","practice","left_fish.jpg","null","left",7042383,"left",1,NA,NA,0.848,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"343","practice","con_left_practice.jpg","congruent","left",7042383,"left",1,NA,NA,1.343,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"344","practice","in_left_practice.jpg","incongruent","left",7042383,"right",0,1,"ci",2.493,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"345","practice","con_right_practice.jpg","congruent","right",7042383,"right",1,1,"ic",3.163,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"346","practice","nogo_right_practice.jpg","nogo","right",7042383,NA,1,1,"cx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"347","practice","in_right_practice.jpg","incongruent","right",7042383,"right",1,1,"xi",2.812,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"348","practice","nogo_left_practice.jpg","nogo","left",7042383,NA,1,1,"ix",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"349","test","in_left.jpg","incongruent","left",7042383,"left",1,NA,NA,2.842,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"350","test","in_left.jpg","incongruent","left",7042383,"left",1,0,"ii",1.433,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"351","test","con_left.jpg","congruent","left",7042383,"left",1,1,"ic",1.213,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"352","test","con_left.jpg","congruent","left",7042383,"left",1,0,"cc",1.049,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"353","test","nogo_left.jpg","nogo","left",7042383,NA,1,1,"cx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"354","test","nogo_left.jpg","nogo","left",7042383,NA,1,0,"xx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"355","test","con_right.jpg","congruent","right",7042383,"right",1,1,"xc",2.315,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"356","test","con_right.jpg","congruent","right",7042383,"right",1,0,"cc",1.418,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"357","test","in_right.jpg","incongruent","right",7042383,"right",1,1,"ci",1.815,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"358","test","in_left.jpg","incongruent","left",7042383,"left",1,0,"ii",2.001,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"359","test","nogo_left.jpg","nogo","left",7042383,NA,1,1,"ix",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"360","test","nogo_right.jpg","nogo","right",7042383,NA,1,0,"xx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"361","test","con_right.jpg","congruent","right",7042383,"right",1,1,"xc",1.818,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"362","test","con_right.jpg","congruent","right",7042383,"right",1,0,"cc",0.968,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"363","test","in_right.jpg","incongruent","right",7042383,"right",1,1,"ci",0.751,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"364","test","in_right.jpg","incongruent","right",7042383,"right",1,0,"ii",0.752,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"365","test","nogo_right.jpg","nogo","right",7042383,NA,1,1,"ix",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"366","test","nogo_right.jpg","nogo","right",7042383,NA,1,0,"xx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"367","test","in_right.jpg","incongruent","right",7042383,"right",1,1,"xi",1.447,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"368","test","con_left.jpg","congruent","left",7042383,"left",1,1,"ic",1.214,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"369","test","con_right.jpg","congruent","right",7042383,"right",1,0,"cc",0.949,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"370","test","nogo_left.jpg","nogo","left",7042383,NA,1,1,"cx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"371","test","nogo_right.jpg","nogo","right",7042383,NA,1,0,"xx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"372","test","in_right.jpg","incongruent","right",7042383,"right",1,1,"xi",1.632,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"373","test","in_left.jpg","incongruent","left",7042383,"left",1,0,"ii",2.798,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"374","test","con_left.jpg","congruent","left",7042383,"left",1,1,"ic",1.049,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"375","test","con_left.jpg","congruent","left",7042383,"left",1,0,"cc",0.833,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"376","test","nogo_left.jpg","nogo","left",7042383,NA,1,1,"cx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"377","test","nogo_left.jpg","nogo","left",7042383,NA,1,0,"xx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"378","test","con_left.jpg","congruent","left",7042383,"left",1,1,"xc",1.098,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"379","test","con_right.jpg","congruent","right",7042383,"right",1,0,"cc",1.115,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"380","test","in_left.jpg","incongruent","left",7042383,"left",1,1,"ci",0.782,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"381","test","in_right.jpg","incongruent","right",7042383,"right",1,0,"ii",0.883,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"382","test","nogo_right.jpg","nogo","right",7042383,NA,1,1,"ix",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"383","test","nogo_right.jpg","nogo","right",7042383,NA,1,0,"xx",-1,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"384","test","in_left.jpg","incongruent","left",7042383,"left",1,1,"xi",1.412,7042383,5042301,"child","6-year-olds","2023-04-05",72,"6 years, 0 months","m",4,"adc8","ok","ok","no"
"385","practice","left_fish.jpg","null","left",7042384,"left",1,NA,NA,1.918,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"386","practice","right_fish.jpg","null","right",7042384,"right",1,NA,NA,1.552,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"387","practice","bowl.jpg","null",NA,7042384,NA,0,NA,NA,-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"388","practice","right_fish.jpg","null","right",7042384,"right",1,NA,NA,1.647,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"389","practice","bowl.jpg","null",NA,7042384,NA,0,NA,NA,-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"390","practice","left_fish.jpg","null","left",7042384,"left",1,NA,NA,1.115,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"391","practice","con_left_practice.jpg","congruent","left",7042384,"left",1,NA,NA,4.483,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"392","practice","in_left_practice.jpg","incongruent","left",7042384,NA,0,1,"ci",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"393","practice","con_right_practice.jpg","congruent","right",7042384,"right",1,1,"ic",3.63,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"394","practice","nogo_right_practice.jpg","nogo","right",7042384,NA,1,1,"cx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"395","practice","in_right_practice.jpg","incongruent","right",7042384,NA,0,1,"xi",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"396","practice","nogo_left_practice.jpg","nogo","left",7042384,NA,1,1,"ix",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"397","test","in_right.jpg","incongruent","right",7042384,"right",1,NA,NA,3.473,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"398","test","in_left.jpg","incongruent","left",7042384,"left",1,0,"ii",2.501,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"399","test","nogo_left.jpg","nogo","left",7042384,NA,1,1,"ix",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"400","test","nogo_left.jpg","nogo","left",7042384,NA,1,0,"xx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"401","test","con_left.jpg","congruent","left",7042384,"left",1,1,"xc",2.863,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"402","test","con_right.jpg","congruent","right",7042384,"right",1,0,"cc",2.714,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"403","test","in_left.jpg","incongruent","left",7042384,NA,0,1,"ci",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"404","test","in_left.jpg","incongruent","left",7042384,NA,0,0,"ii",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"405","test","nogo_right.jpg","nogo","right",7042384,NA,1,1,"ix",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"406","test","nogo_left.jpg","nogo","left",7042384,NA,1,0,"xx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"407","test","in_left.jpg","incongruent","left",7042384,NA,0,1,"xi",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"408","test","nogo_left.jpg","nogo","left",7042384,NA,1,1,"ix",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"409","test","nogo_right.jpg","nogo","right",7042384,NA,1,0,"xx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"410","test","in_right.jpg","incongruent","right",7042384,NA,0,1,"xi",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"411","test","in_right.jpg","incongruent","right",7042384,"right",1,0,"ii",4.048,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"412","test","con_right.jpg","congruent","right",7042384,"right",1,1,"ic",2.863,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"413","test","con_left.jpg","congruent","left",7042384,"left",1,0,"cc",2.415,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"414","test","in_right.jpg","incongruent","right",7042384,"right",1,1,"ci",3.013,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"415","test","in_right.jpg","incongruent","right",7042384,"right",1,0,"ii",3.216,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"416","test","con_right.jpg","congruent","right",7042384,"right",1,1,"ic",1.948,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"417","test","con_right.jpg","congruent","right",7042384,"right",1,0,"cc",2.664,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"418","test","nogo_left.jpg","nogo","left",7042384,NA,1,1,"cx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"419","test","nogo_right.jpg","nogo","right",7042384,NA,1,0,"xx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"420","test","con_left.jpg","congruent","left",7042384,"left",1,1,"xc",2.279,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"421","test","con_right.jpg","congruent","right",7042384,"right",1,0,"cc",1.747,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"422","test","nogo_right.jpg","nogo","right",7042384,NA,1,1,"cx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"423","test","nogo_right.jpg","nogo","right",7042384,NA,1,0,"xx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"424","test","con_left.jpg","congruent","left",7042384,"left",1,1,"xc",1.996,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"425","test","con_left.jpg","congruent","left",7042384,"left",1,0,"cc",1.914,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"426","test","nogo_left.jpg","nogo","left",7042384,NA,1,1,"cx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"427","test","nogo_right.jpg","nogo","right",7042384,NA,1,0,"xx",-1,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"428","test","in_right.jpg","incongruent","right",7042384,"right",1,1,"xi",2.448,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"429","test","in_left.jpg","incongruent","left",7042384,"left",1,0,"ii",2.398,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"430","test","con_right.jpg","congruent","right",7042384,"right",1,1,"ic",1.832,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"431","test","con_left.jpg","congruent","left",7042384,"left",1,0,"cc",1.583,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"432","test","in_left.jpg","incongruent","left",7042384,"left",1,1,"ci",3.248,7042384,7042301,"child","6-year-olds","2023-04-07",74,"6 years, 2 months","f",1,"adc8","ok","ok","no"
"433","practice","left_fish.jpg","null","left",7042385,"left",1,NA,NA,0.97,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"434","practice","right_fish.jpg","null","right",7042385,"right",1,NA,NA,0.832,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"435","practice","bowl.jpg","null",NA,7042385,NA,0,NA,NA,-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"436","practice","right_fish.jpg","null","right",7042385,"right",1,NA,NA,1.23,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"437","practice","bowl.jpg","null",NA,7042385,NA,0,NA,NA,-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"438","practice","left_fish.jpg","null","left",7042385,"left",1,NA,NA,1.377,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"439","practice","con_left_practice.jpg","congruent","left",7042385,"left",1,NA,NA,1.514,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"440","practice","in_left_practice.jpg","incongruent","left",7042385,NA,0,1,"ci",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"441","practice","con_right_practice.jpg","congruent","right",7042385,"right",1,1,"ic",1.697,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"442","practice","nogo_right_practice.jpg","nogo","right",7042385,NA,1,1,"cx",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"443","practice","in_right_practice.jpg","incongruent","right",7042385,"right",1,1,"xi",1.931,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"444","practice","nogo_left_practice.jpg","nogo","left",7042385,"left",0,1,"ix",1.799,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"445","test","nogo_left.jpg","nogo","left",7042385,NA,1,NA,NA,-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"446","test","nogo_left.jpg","nogo","left",7042385,NA,1,0,"xx",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"447","test","in_right.jpg","incongruent","right",7042385,"right",1,1,"xi",1.213,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"448","test","in_left.jpg","incongruent","left",7042385,"left",1,0,"ii",1.431,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"449","test","con_left.jpg","congruent","left",7042385,"left",1,1,"ic",1.082,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"450","test","con_right.jpg","congruent","right",7042385,"right",1,0,"cc",0.949,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"451","test","nogo_right.jpg","nogo","right",7042385,NA,1,1,"cx",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"452","test","nogo_left.jpg","nogo","left",7042385,NA,1,0,"xx",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"453","test","con_left.jpg","congruent","left",7042385,"left",1,1,"xc",1.313,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"454","test","con_right.jpg","congruent","right",7042385,"right",1,0,"cc",1.38,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"455","test","in_left.jpg","incongruent","left",7042385,"left",1,1,"ci",1.23,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"456","test","in_right.jpg","incongruent","right",7042385,"right",1,0,"ii",1.148,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"457","test","con_right.jpg","congruent","right",7042385,"right",1,1,"ic",1.282,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"458","test","con_left.jpg","congruent","left",7042385,"left",1,0,"cc",1.281,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"459","test","in_right.jpg","incongruent","right",7042385,"right",1,1,"ci",1.081,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"460","test","in_right.jpg","incongruent","right",7042385,"right",1,0,"ii",1.497,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"461","test","nogo_right.jpg","nogo","right",7042385,NA,1,1,"ix",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"462","test","nogo_left.jpg","nogo","left",7042385,NA,1,0,"xx",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"463","test","con_left.jpg","congruent","left",7042385,"left",1,1,"xc",0.881,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"464","test","con_right.jpg","congruent","right",7042385,"right",1,0,"cc",1.114,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"465","test","nogo_left.jpg","nogo","left",7042385,NA,1,1,"cx",-1,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"466","test","in_right.jpg","incongruent","right",7042385,"right",1,1,"xi",0.865,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
"467","test","in_left.jpg","incongruent","left",7042385,"left",1,0,"ii",1.215,7042385,7042302,"child","6-year-olds","2023-04-07",72,"6 years, 0 months","f",2,"adc8","hair sometimes covered left eye","ok","no"
